Name,Location,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(CC),Power(bhp),Seats,Price
Maruti Swift VXi BSIV,Chennai,2014,10,54000,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4.5
Hyundai i10 Sportz,Kochi,2015,9,16900,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.87
Hyundai i10 Sportz,Delhi,2013,11,62334,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75
Maruti Baleno Sigma 1.2,Kochi,2018,6,23714,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.57
Hyundai Accent Executive,Jaipur,2010,14,52325,Petrol,Manual,First,16.36,1495.0,93.7,5.0,2.0
Honda Brio S MT,Ahmedabad,2012,12,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.65
Maruti Swift ZDi,Hyderabad,2016,8,55746,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.95
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,10,54000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.5
Mahindra XUV500 W8 2WD,Kolkata,2013,11,43000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.0
Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2014,10,40000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,24.0
Land Rover Freelander 2 TD4 S,Bangalore,2010,14,125000,Diesel,Automatic,Second,0.0,2179.0,115.0,5.0,11.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,8,51944,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,32.5
Hyundai i20 Asta 1.4 CRDi,Kochi,2015,9,46950,Diesel,Manual,First,21.27,1396.0,88.76,5.0,6.45
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,9,23000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,15.75
Honda City 1.5 S MT,Mumbai,2014,10,54546,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
Toyota Fortuner 4x2 AT,Kochi,2015,9,51535,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.03
Audi Q3 2.0 TDI Quattro,Kolkata,2013,11,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,15.25
Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,12,46004,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4
Tata Indigo eCS LX BSIV,Chennai,2011,13,124000,Diesel,Manual,First,23.03,1396.0,69.0,5.0,2.3
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2014,10,77395,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,14.35
Maruti Alto 800 2016-2019 CNG LXI,Mumbai,2018,6,10600,CNG,Manual,First,43.15,796.0,40.3,4.0,3.5
Honda City i-VTEC CVT VX,Kochi,2018,6,22974,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.97
Hyundai Santro GLS I - Euro II,Jaipur,2009,15,89000,Petrol,Manual,Second,0.0,999.0,null,5.0,1.6
Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,9,65012,Diesel,Manual,First,14.24,2755.0,174.5,7.0,18.9
Hyundai Grand i10 Sportz,Ahmedabad,2017,7,17125,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.4
Maruti Eeco 7 Seater Standard,Hyderabad,2015,9,90413,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.95
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,11,37000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,5.1
Maruti Wagon R LXI Minor,Jaipur,2006,18,65000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.5
Honda City 1.5 V MT,Bangalore,2011,13,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.9
Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,14,86000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.9
Honda City 1.5 EXI,Pune,2005,19,98437,Petrol,Manual,First,13.0,1493.0,100.0,5.0,1.15
Hyundai i20 1.2 Magna,Kolkata,2010,14,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.3
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,6,35070,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.99
Volkswagen Vento Petrol Highline AT,Pune,2011,13,42000,Petrol,Automatic,Third,14.4,1598.0,103.6,5.0,3.4
Hyundai i10 Sportz 1.2,Kolkata,2009,15,40000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.7
Hyundai i20 Asta,Kolkata,2009,15,43000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,1.99
Chevrolet Beat LS,Pune,2012,12,65000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.5
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,11,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.85
Ford Figo Petrol LXI,Hyderabad,2010,14,51192,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.65
Audi TT 2.0 TFSI,Kochi,2014,10,14262,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,27.35
Honda City i DTEC VX,Jaipur,2015,9,66339,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.9
Ford Figo Diesel Titanium,Hyderabad,2013,11,90200,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.5
Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,2015,9,57854,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.5
Maruti Ciaz 1.4 AT Alpha,Delhi,2017,7,32000,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,9.2
Hyundai Grand i10 AT Asta,Mumbai,2015,9,29631,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.9
Honda City 1.3 DX,Delhi,2009,15,55005,Petrol,Manual,First,12.8,,,,3.2
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,2014,10,54173,Petrol,Manual,First,18.88,999.0,123.24,5.0,5.55
Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,2014,10,50000,Petrol,Automatic,First,14.7,1798.0,177.6,5.0,13.5
Fiat Linea Emotion (Diesel),Kolkata,2010,14,145000,Diesel,Manual,First,20.4,1248.0,91.7,5.0,2.6
Maruti Swift Lxi BSIII,Jaipur,2015,9,78000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,4.5
Land Rover Discovery 4 TDV6 SE,Delhi,2013,11,65000,Diesel,Automatic,Second,11.8,2993.0,180.0,7.0,34.0
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,12,120000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.0
Maruti Swift LDI,Mumbai,2015,9,14000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.25
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,10,57456,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.56
BMW 5 Series 520d Luxury Line,Coimbatore,2012,12,44450,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,24.68
Hyundai i20 Magna Optional 1.2,Delhi,2013,11,63777,Petrol,Manual,First,18.5,1197.0,82.9,5.0,3.67
BMW X1 M Sport sDrive 20d,Mumbai,2016,8,31000,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,29.5
Toyota Etios G,Delhi,2012,12,60000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,3.1
Tata Indigo LX,Ahmedabad,2015,9,78008,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.9
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2014,10,33000,Diesel,Automatic,Second,0.0,2987.0,165.0,5.0,43.0
Volkswagen Beetle 2.0,Mumbai,2009,15,27078,Petrol,Automatic,First,10.98,1984.0,114.4,4.0,15.95
Volkswagen Polo GT TDI,Hyderabad,2011,13,57275,Diesel,Manual,First,19.7,1598.0,103.6,5.0,4.5
Hyundai Grand i10 CRDi Magna,Delhi,2014,10,45000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.49
Maruti Swift VDI BSIV,Delhi,2014,10,57319,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.25
Hyundai Verna CRDi 1.4 E,Chennai,2008,16,121097,Diesel,Manual,Second,24.0,1396.0,88.76,5.0,1.9
BMW 5 Series 2003-2012 525d,Mumbai,2011,13,89000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,16.57
Honda City 1.5 S MT,Bangalore,2012,12,72000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.75
Audi A4 2.0 TDI,Delhi,2013,11,36000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,14.0
Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,11,86000,Diesel,Manual,Second,19.5,1248.0,75.0,5.0,2.5
Honda City 1.3 EXI,Ahmedabad,2002,22,85000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,1.2
Fiat Petra 1.2 EL,Pune,2005,19,120000,Petrol,Manual,Second,15.5,1242.0,null,5.0,0.85
BMW 3 Series 320d Luxury Line,Kochi,2013,11,37613,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.95
Ford Fiesta 1.4 Duratec EXI,Chennai,2007,17,100000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,1.6
Tata Nano XTA,Coimbatore,2016,8,5240,Petrol,Automatic,First,21.9,624.0,37.48,4.0,3.6
Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2018,6,20000,CNG,Manual,First,19.48,1196.0,73.0,5.0,4.5
Maruti Ignis 1.2 Delta,Coimbatore,2019,5,16862,Petrol,Manual,First,20.89,1197.0,81.8,5.0,6.06
Maruti Swift Dzire ZXi,Coimbatore,2013,11,59254,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,5.29
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,10,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.75
Maruti Swift 1.3 ZXI,Hyderabad,2015,9,50295,Petrol,Manual,First,16.1,,,,5.8
Maruti Swift Dzire VXI,Coimbatore,2014,10,47674,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.72
Hyundai i10 Sportz AT,Kochi,2014,10,61517,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,4.39
Mahindra XUV500 W6 2WD,Coimbatore,2016,8,62946,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.05
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,9,66823,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,4.83
Maruti Wagon R CNG LXI,Pune,2013,11,79494,CNG,Manual,First,43.28,998.0,67.04,5.0,2.96
Hyundai i20 Asta 1.4 CRDi,Chennai,2012,12,107000,Diesel,Manual,Second,21.27,1396.0,88.76,5.0,4.5
BMW 7 Series 730Ld,Mumbai,2011,13,55000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,19.5
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,2017,7,24000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,8.75
Audi Q7 45 TDI Quattro Technology,Mumbai,2016,8,20002,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,67.0
Honda City i VTEC VX,Kochi,2016,8,54317,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.4
Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,8,10200,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.99
Honda City i DTec E,Coimbatore,2016,8,24337,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.18
Honda Brio S Option MT,Pune,2012,12,79000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.9
Maruti Ciaz ZDi Plus SHVS,Jaipur,2015,9,40500,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1
Maruti Swift Dzire VDI Optional,Pune,2016,8,23000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.05
Honda CR-V 2.4L 4WD AT,Pune,2015,9,63050,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,17.5
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2008,16,78000,Petrol,Automatic,Second,14.53,1794.0,138.1,5.0,3.41
Maruti Baleno Vxi,Pune,2005,19,70000,Petrol,Manual,First,0.0,1590.0,null,5.0,1.3
Honda City 1.5 V MT,Coimbatore,2012,12,66245,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.68
Mahindra Scorpio LX BS IV,Bangalore,2007,17,74112,Diesel,Manual,First,12.05,2179.0,120.0,9.0,4.1
Skoda Laura 1.8 TSI Ambiente,Delhi,2011,13,87670,Petrol,Manual,First,13.4,1798.0,157.8,5.0,4.0
BMW 3 Series 320d Sport Line,Hyderabad,2015,9,10000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,30.0
Maruti SX4 Zxi BSIII,Chennai,2007,17,62493,Petrol,Manual,First,15.0,1586.0,104.68,5.0,1.8
Maruti Ciaz VXi Plus,Kochi,2015,9,44620,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.93
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,2012,12,66538,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,70.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,11,60000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,7.9
Hyundai Santro Xing GL,Kochi,2011,13,20842,Petrol,Manual,First,0.0,1086.0,62.0,5.0,2.78
Hyundai Santa Fe 4WD AT,Chennai,2014,10,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,14.4
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,13,45000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,13.5
Maruti Wagon R LXI CNG,Mumbai,2014,10,40000,CNG,Manual,Second,34.32,998.0,58.16,5.0,3.15
Maruti Alto LXi,Coimbatore,2012,12,49008,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.88
Maruti Alto 800 2016-2019 LXI,Kolkata,2016,8,31000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.15
Nissan Sunny 2011-2014 XV,Pune,2013,11,8000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,3.75
Maruti Alto 800 2016-2019 VXI,Mumbai,2019,5,171,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.6
Maruti Alto K10 VXI,Kolkata,2018,6,2100,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.6
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,6,20667,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,7.55
Honda Mobilio S i DTEC,Kolkata,2015,9,50000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,4.7
Tata Manza Aqua Quadrajet,Jaipur,2010,14,100030,Diesel,Manual,Second,18.8,1248.0,90.0,5.0,1.6
Chevrolet Optra Magnum 2.0 LT,Pune,2011,13,75372,Diesel,Manual,First,16.52,1991.0,123.7,5.0,3.34
Honda City i VTEC CVT VX,Kochi,2016,8,60475,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.1
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,5,18453,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.17
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,16,96578,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.5
Nissan Micra XL,Kolkata,2016,8,31001,Petrol,Manual,First,18.44,1198.0,75.0,5.0,3.0
Hyundai Verna 1.6 SX,Jaipur,2012,12,65900,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.75
Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,7,26246,Petrol,Manual,First,15.29,1591.0,121.3,5.0,10.75
Maruti Wagon R VXI BS IV,Jaipur,2013,11,62700,Petrol,Manual,Second,20.51,998.0,67.04,5.0,2.85
Honda Accord 2.4 Elegance A/T,Chennai,2008,16,90000,Petrol,Automatic,First,10.2,2354.0,180.0,5.0,6.5
Honda City 1.5 S AT,Bangalore,2016,8,36000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,9.45
Maruti Baleno Alpha 1.3,Delhi,2016,8,46000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.75
Honda City i DTec V,Coimbatore,2017,7,73003,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.75
Hyundai i20 Era 1.4 CRDi,Kochi,2014,10,46566,Diesel,Manual,First,22.54,1396.0,88.76,5.0,4.4
Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,9,41493,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,42.0
Nissan Terrano XV 110 PS,Kochi,2014,10,103788,Diesel,Manual,First,19.01,1461.0,108.5,5.0,5.67
Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,8,45000,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.5
Maruti Wagon R LXI Minor,Pune,2009,15,120000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.69
Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,15,97359,Diesel,Manual,Second,17.1,1493.0,110.0,5.0,1.8
Maruti Ritz LXi,Mumbai,2016,8,62000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.2
Honda City 1.5 GXI,Pune,2004,20,115000,Petrol,Manual,Second,0.0,,,,1.5
BMW 5 Series 520d Sport Line,Kochi,2019,5,18373,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,45.86
Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,8,60453,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.1
Maruti Swift VDI BSIV,Pune,2013,11,37000,Diesel,Manual,First,17.8,1248.0,null,5.0,4.85
Ford Figo Petrol ZXI,Mumbai,2010,14,69009,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.4
BMW 3 Series 320d Luxury Line,Hyderabad,2013,11,30000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,22.0
Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,12,70707,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.28
Renault Duster 85PS Diesel RxL,Coimbatore,2015,9,64677,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.67
Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,6,3000,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,6.2
BMW X1 sDrive20d,Bangalore,2013,11,49000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,14.49
Maruti Ritz VDi,Pune,2010,14,71000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.0
Hyundai i10 Era 1.1 iTech SE,Jaipur,2010,14,52000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.25
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,8,35659,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,43.78
Honda City V MT Exclusive,Kochi,2019,5,5377,Petrol,Manual,First,16.8,1497.0,116.3,5.0,11.45
Mahindra Ssangyong Rexton RX7,Delhi,2014,10,65000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,10.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,9,92708,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.48
Maruti Alto LXi,Coimbatore,2010,14,48105,Petrol,Manual,First,19.7,796.0,46.3,5.0,3.1
Volkswagen Polo 1.2 MPI Highline,Mumbai,2011,13,46759,Petrol,Manual,First,16.47,1198.0,74.0,5.0,2.55
Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,2013,11,62000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.5
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2012,12,35175,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.59
Maruti Ertiga ZDI,Kolkata,2013,11,70000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.45
Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,7,30000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.0
Toyota Innova Crysta 2.8 ZX AT,Kolkata,2016,8,66618,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,15.49
BMW 5 Series 523i Sedan,Mumbai,2010,14,69300,Petrol,Automatic,Second,10.8,2497.0,150.0,5.0,12.5
Maruti Swift Dzire Tour LDI,Kolkata,2017,7,148000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.75
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,7,22000,Petrol,Manual,First,18.88,999.0,123.24,5.0,7.85
Hyundai Verna CRDi SX,Ahmedabad,2013,11,75000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,6.0
Tata Zest Revotron 1.2T XM,Mumbai,2016,8,43706,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.0
Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,2011,13,42000,Diesel,Automatic,First,14.4,2967.0,241.4,5.0,28.75
Tata Indica Vista Quadrajet VX,Pune,2012,12,65000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
Maruti Swift Dzire VDI,Delhi,2015,9,76128,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5
Fiat Linea Emotion,Kolkata,2010,14,39852,Petrol,Manual,First,16.0,1368.0,90.0,5.0,1.59
Hyundai i20 1.2 Spotz,Mumbai,2017,7,18673,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.22
Hyundai EON Era Plus,Kolkata,2016,8,11583,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.75
Hyundai Santro Xing XL,Chennai,2007,17,82000,Petrol,Manual,Second,0.0,1086.0,null,5.0,1.35
Mercedes-Benz GLA Class 200 CDI SPORT,Pune,2017,7,50000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.0
Maruti Celerio VXI,Delhi,2014,10,77000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.8
Chevrolet Beat LT,Mumbai,2014,10,54890,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,2.45
Honda Jazz 1.2 V AT i VTEC Privilege,Pune,2016,8,21000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.35
BMW 3 Series 320d Highline,Mumbai,2009,15,58557,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,8.0
Renault Duster 110PS Diesel RxL,Bangalore,2014,10,70000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.25
Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,2017,7,16000,Petrol,Automatic,First,17.01,1499.0,110.4,5.0,5.95
Toyota Innova Crysta 2.4 VX MT,Kochi,2018,6,8899,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19.92
Chevrolet Beat Diesel LS,Kochi,2016,8,83629,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.15
Volkswagen Polo GTI,Chennai,2014,10,35059,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,5.75
Ford Endeavour 3.2 Trend AT 4X4,Kochi,2018,6,30552,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,32.44
Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,2016,8,44875,Diesel,Automatic,Second,22.32,1582.0,126.32,5.0,8.01
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,7,25095,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.48
Maruti 800 AC,Jaipur,2007,17,59000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.75
Honda City i DTEC V,Kolkata,2014,10,36000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.0
Mahindra XUV500 W8 2WD,Mumbai,2012,12,37000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.75
Ford Figo Diesel ZXI,Chennai,2010,14,90000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.6
Ford EcoSport 1.5 Petrol Titanium,Pune,2018,6,17000,Petrol,Manual,First,17.0,1497.0,121.36,5.0,9.2
Hyundai i20 Asta 1.2,Mumbai,2015,9,42575,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.05
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2012,12,131000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.6
Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,11,74000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.5
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2013,11,47234,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9.35
Honda City 1.5 S MT,Delhi,2009,15,231673,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.6
Maruti Alto K10 VXI,Hyderabad,2016,8,10000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.5
Nissan Micra Active XL Petrol,Kochi,2016,8,49389,Petrol,Manual,First,19.49,1198.0,67.04,5.0,4.26
Maruti Celerio VXI AT,Chennai,2016,8,12000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25
Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,2010,14,65000,Petrol,Manual,Second,11.7,1796.0,178.0,5.0,11.75
Ford Fiesta Diesel Style,Chennai,2013,11,177000,Diesel,Manual,First,23.5,1498.0,88.7,5.0,3.5
Hyundai Verna 1.6 VTVT S,Jaipur,2015,9,89000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.5
Hyundai i20 1.4 Asta (AT),Chennai,2009,15,72000,Petrol,Automatic,Third,15.0,1396.0,100.0,5.0,3.25
Maruti Swift Dzire VXi,Chennai,2012,12,49000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.9
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,2014,10,51355,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,27.0
Hyundai Elite i20 Petrol Asta,Kochi,2017,7,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.91
Hyundai Verna 1.6 VTVT EX AT,Kochi,2014,10,35642,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,6.69
Chevrolet Cruze LTZ,Kochi,2014,10,52895,Diesel,Manual,First,17.3,1998.0,163.7,5.0,6.02
Toyota Corolla Altis 1.8 G,Mumbai,2010,14,93000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,4.5
Maruti A-Star Vxi,Pune,2011,13,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0
Nissan Micra Diesel XV Premium,Kolkata,2012,12,32048,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.4
Tata Nano LX,Pune,2013,11,4700,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.2
Maruti Swift Dzire Tour LDI,Delhi,2014,10,71800,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.9
Land Rover Range Rover Sport 2005 2012 Sport,Coimbatore,2008,16,69078,Petrol,Manual,First,0.0,,,,40.88
Audi Q3 2.0 TDI Quattro,Ahmedabad,2016,8,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,27.0
Honda Amaze VX i-DTEC,Chennai,2016,8,15388,Diesel,Manual,First,25.8,1498.0,98.6,5.0,7.5
Chevrolet Optra 1.6 LS,Mumbai,2004,20,98798,Petrol,Manual,First,14.7,1599.0,104.0,5.0,1.5
Audi Q5 2.0 TDI Premium Plus,Hyderabad,2016,8,43000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,39.5
Maruti Ritz VDi,Hyderabad,2012,12,85112,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.39
